step,loss,loss_num,loss_order,loss_grammar,grad_norm,logit_max,weight_norm,lr
10,7.843035697937012,7.813614845275879,7.987646102905273,7.823508262634277,1.9843533039093018,2.790642499923706,1274.060677885479,2.2e-06
20,7.776120185852051,7.829091548919678,7.796533584594727,7.693474292755127,2.2505276203155518,2.8373453617095947,1274.060040147344,4.2000000000000004e-06
30,7.674618721008301,7.788403511047363,7.6661553382873535,7.523828029632568,2.0439701080322266,2.8516385555267334,1274.0587641630277,6.2e-06
40,7.565761566162109,7.798308372497559,7.360597133636475,7.2877020835876465,1.86197030544281,2.864108085632324,1274.0571544255304,8.200000000000001e-06
50,7.382210731506348,7.771800518035889,7.033905029296875,7.0001220703125,1.9566015005111694,2.9770641326904297,1274.0545245652752,1.02e-05
60,7.266024589538574,7.7578206062316895,6.721888542175293,6.718460559844971,1.7147903442382812,3.0333642959594727,1274.0508363018857,1.22e-05
70,7.060011386871338,7.745055675506592,6.426319599151611,6.416416168212891,1.7574619054794312,3.3284823894500732,1274.0462929431867,1.42e-05
80,7.029234886169434,7.717239856719971,6.147899150848389,6.1935343742370605,1.4602041244506836,3.6464154720306396,1274.040271299972,1.62e-05
90,6.794789791107178,7.695267200469971,5.950214862823486,5.877277374267578,1.6380565166473389,3.966474771499634,1274.0334864852514,1.8200000000000002e-05
100,6.727280139923096,7.678526878356934,5.721461772918701,5.743148326873779,1.4757078886032104,4.34022855758667,1274.0266888979027,2.0200000000000003e-05
110,6.5642876625061035,7.6670122146606445,5.716865539550781,5.448561191558838,1.525232195854187,4.764350414276123,1274.0193713218391,2.22e-05
120,6.4920477867126465,7.66109561920166,5.287652492523193,5.257960796356201,1.4326211214065552,5.307479381561279,1274.0117347204618,2.4200000000000002e-05
130,6.328203201293945,7.60938835144043,5.1500773429870605,4.964271545410156,1.4397858381271362,5.995319366455078,1274.0041648997717,2.6200000000000003e-05
140,6.2711310386657715,7.569601058959961,5.307419776916504,4.787483215332031,1.3459813594818115,6.679821491241455,1273.995638646437,2.8199999999999998e-05
150,6.087685585021973,7.552608489990234,4.976123809814453,4.483692646026611,1.3570191860198975,7.297435760498047,1273.9863725930468,3.02e-05
160,6.050962924957275,7.4673590660095215,4.732927322387695,4.3376898765563965,1.2413952350616455,7.717250347137451,1273.9765034080756,3.2200000000000003e-05
170,6.019087314605713,7.541410446166992,4.542705059051514,4.280223369598389,1.1090079545974731,8.178385734558105,1273.964919892097,3.4200000000000005e-05
180,5.596034526824951,7.471552848815918,4.230350494384766,3.752502679824829,1.2839457988739014,8.439659118652344,1273.9522904564826,3.62e-05
190,5.571003437042236,7.441030502319336,3.847672462463379,3.613269090652466,1.1001291275024414,8.698027610778809,1273.9381844689717,3.82e-05
200,5.43510627746582,7.305708885192871,3.9514999389648438,3.2376725673675537,1.0863791704177856,8.84445571899414,1273.9222273394678,4.02e-05
210,5.49263334274292,7.387939929962158,3.844355583190918,3.2674989700317383,0.9161072969436646,9.007248878479004,1273.905200593156,4.22e-05
220,5.341247081756592,7.31156587600708,3.8443541526794434,3.0882182121276855,0.9508647918701172,9.156457901000977,1273.887802266951,4.4200000000000004e-05
230,5.159101486206055,7.3551201820373535,3.610701084136963,2.892165184020996,0.9595862627029419,9.19470500946045,1273.8693307054846,4.6200000000000005e-05
240,5.1927995681762695,7.29133939743042,3.4173696041107178,2.7788407802581787,0.796779453754425,9.451745986938477,1273.8498536737993,4.82e-05
250,5.190706253051758,7.2772417068481445,3.383286476135254,2.7271621227264404,0.7242488265037537,9.453851699829102,1273.8296031583372,5.02e-05
